Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-31,61.617,62.354,61.543,62.223,3447800,0.0,0.0
2021-04-01,62.124,62.124,61.338,62.026,2630700,0.0,0.0
2021-04-05,62.018,62.894,61.936,62.591,2915200,0.0,0.0
2021-04-06,62.297,62.649,61.952,62.567,2448500,0.0,0.0
2021-04-07,62.591,62.886,62.133,62.436,3060300,0.0,0.0
2021-04-08,62.772,63.107,62.354,62.428,2624500,0.0,0.0
2021-04-09,62.624,62.87,62.288,62.501,2075100,0.0,0.0
2021-04-12,62.624,63.116,62.362,62.469,2396500,0.0,0.0
2021-04-13,62.256,63.681,62.108,63.46,3527000,0.0,0.0
2021-04-14,63.214,63.583,62.944,63.419,2946800,0.0,0.0
2021-04-15,63.411,64.254,63.312,64.148,3683100,0.0,0.0
2021-04-16,64.451,64.877,64.312,64.623,3645400,0.0,0.0
2021-04-19,64.729,64.893,64.131,64.5,2956800,0.0,0.0
2021-04-20,64.656,65.974,64.451,65.622,3981300,0.0,0.0
2021-04-21,66.147,66.228,65.54,65.696,4597000,0.0,0.0
2021-04-22,65.516,66.007,64.959,65.057,3076800,0.0,0.0
2021-04-23,65.041,65.237,64.647,65.024,3283700,0.0,0.0
2021-04-26,65.147,65.155,64.303,64.451,2671000,0.0,0.0
2021-04-27,64.303,64.443,63.959,64.131,2290300,0.0,0.0
2021-04-28,64.287,64.377,63.591,63.599,3464100,0.0,0.0
2021-04-29,63.722,64.754,63.664,64.729,2992400,0.0,0.0
2021-04-30,64.983,65.483,64.549,65.45,3238000,0.0,0.0
2021-05-03,65.45,66.417,65.352,65.835,3100500,0.0,0.0
2021-05-04,65.786,65.991,64.713,65.049,3691700,0.0,0.0
2021-05-05,64.918,65.057,63.435,63.853,4167300,0.0,0.0
2021-05-06,64.074,64.418,63.55,64.287,3356900,0.0,0.0
2021-05-07,64.295,64.893,63.927,64.262,2670800,0.0,0.0
2021-05-10,64.475,65.499,64.148,65.09,4243600,0.0,0.0
2021-05-11,65.401,65.663,64.14,64.41,4544000,0.0,0.0
2021-05-12,64.394,64.418,63.148,63.189,3249100,0.0,0.0
2021-05-13,63.198,64.713,62.927,64.205,2797100,0.0,0.0
2021-05-14,64.426,64.828,63.935,63.951,3334300,0.0,0.0
2021-05-17,64.041,64.582,63.574,63.624,3120500,0.0,0.0
2021-05-18,63.329,63.591,62.919,63.206,3807200,0.0,0.0
2021-05-19,63.091,63.247,62.46,63.058,3388200,0.0,0.0
2021-05-20,63.132,63.869,62.903,63.271,3390700,0.0,0.0
2021-05-21,63.484,64.115,63.361,64.082,5472300,0.0,0.0
2021-05-24,64.279,64.369,63.132,63.148,3695100,0.0,0.0
2021-05-25,63.058,63.157,61.821,62.264,5383300,0.0,0.0
2021-05-26,62.215,62.452,61.805,62.215,3428700,0.0,0.0
2021-05-27,62.206,62.378,61.731,61.838,5900200,0.0,0.0
2021-05-28,62.206,62.526,62.084,62.37,4708000,0.0,0.0
2021-06-01,62.469,62.575,61.51,61.887,3410800,0.0,0.0
2021-06-02,62.116,62.944,61.862,62.575,3554800,0.0,0.0
2021-06-03,62.402,63.624,62.203,63.36,3859500,0.63,0.0
2021-06-04,63.508,63.797,63.046,63.203,3357100,0.0,0.0
2021-06-07,63.186,63.236,62.839,63.112,3111900,0.0,0.0
2021-06-08,63.261,63.318,62.179,62.616,3616800,0.0,0.0
2021-06-09,62.856,63.285,62.625,63.186,2882200,0.0,0.0
2021-06-10,63.36,64.07,63.137,63.971,2936200,0.0,0.0
2021-06-11,63.814,63.905,63.384,63.864,2205600,0.0,0.0
2021-06-14,63.938,64.673,63.806,64.648,3320600,0.0,0.0
2021-06-15,64.673,64.83,64.376,64.524,3630900,0.0,0.0
2021-06-16,64.756,64.838,63.145,63.186,3916400,0.0,0.0
2021-06-17,62.996,63.806,62.806,63.417,4510400,0.0,0.0
2021-06-18,62.98,63.12,61.733,61.799,7225600,0.0,0.0
2021-06-21,61.956,62.881,61.609,62.691,3640100,0.0,0.0
2021-06-22,62.55,63.062,62.41,62.484,2734300,0.0,0.0
2021-06-23,62.302,62.327,61.353,61.576,2482200,0.0,0.0
2021-06-24,61.567,61.889,61.212,61.625,2854400,0.0,0.0
2021-06-25,61.41,62.046,61.311,62.038,2468700,0.0,0.0
2021-06-28,62.187,62.509,61.947,62.146,2047700,0.0,0.0
2021-06-29,61.782,62.146,60.551,60.717,3312500,0.0,0.0
2021-06-30,60.766,60.989,60.527,60.766,2818400,0.0,0.0
2021-07-01,60.865,61.468,60.386,61.212,2501000,0.0,0.0
2021-07-02,61.361,61.526,60.832,61.295,1831400,0.0,0.0
2021-07-06,61.501,62.286,61.163,62.269,3562100,0.0,0.0
2021-07-07,61.98,62.724,61.856,62.476,2281000,0.0,0.0
2021-07-08,62.327,62.98,62.195,62.732,2527600,0.0,0.0
2021-07-09,62.815,62.831,61.939,62.402,2163300,0.0,0.0
2021-07-12,62.154,62.476,61.832,62.402,2327600,0.0,0.0
2021-07-13,62.17,62.344,61.369,61.534,2066000,0.0,0.0
2021-07-14,61.468,62.393,61.22,62.146,2661800,0.0,0.0
2021-07-15,62.038,62.914,61.964,62.889,3210700,0.0,0.0
2021-07-16,63.071,64.029,62.773,63.731,3401900,0.0,0.0
2021-07-19,63.599,64.533,62.055,62.658,5314800,0.0,0.0
2021-07-20,62.773,63.426,62.352,62.501,3701200,0.0,0.0
2021-07-21,62.575,62.616,61.691,61.716,3022100,0.0,0.0
2021-07-22,61.923,62.071,61.303,61.443,3317100,0.0,0.0
2021-07-23,61.617,62.261,61.361,62.212,3353900,0.0,0.0
2021-07-26,62.203,62.261,61.65,62.022,3190100,0.0,0.0
2021-07-27,62.22,63.83,61.733,63.459,3188500,0.0,0.0
2021-07-28,63.426,63.5,62.17,62.558,2358700,0.0,0.0
2021-07-29,62.525,62.765,61.989,62.369,2053500,0.0,0.0
2021-07-30,62.36,62.93,61.683,61.84,3339000,0.0,0.0
2021-08-02,61.947,62.55,61.807,62.236,2779700,0.0,0.0
2021-08-03,62.385,63.079,62.055,62.36,2697300,0.0,0.0
2021-08-04,61.947,62.377,61.485,62.335,2835300,0.0,0.0
2021-08-05,62.484,62.889,62.055,62.839,2519800,0.0,0.0
2021-08-06,62.773,63.087,62.451,62.773,2974700,0.0,0.0
2021-08-09,62.765,62.938,62.22,62.773,3031400,0.0,0.0
2021-08-10,62.815,63.5,62.534,63.137,3931900,0.0,0.0
2021-08-11,62.971,63.69,62.889,63.541,3919100,0.0,0.0
2021-08-12,63.451,64.02,63.401,63.897,2914700,0.0,0.0
2021-08-13,63.987,64.384,63.682,64.186,2552900,0.0,0.0
2021-08-16,64.367,65.119,64.177,64.805,3083100,0.0,0.0
2021-08-17,64.805,65.094,64.293,64.937,2245100,0.0,0.0
2021-08-18,64.937,65.028,64.062,64.409,2903900,0.0,0.0
2021-08-19,64.632,65.507,64.326,65.301,4125700,0.0,0.0
2021-08-20,65.449,66.16,64.995,66.118,3742900,0.0,0.0
2021-08-23,65.986,66.011,65.169,65.235,4145300,0.0,0.0
2021-08-24,65.243,65.292,64.723,64.871,2860800,0.0,0.0
2021-08-25,64.714,65.012,64.433,64.888,2622100,0.0,0.0
2021-08-26,64.723,64.912,64.26,64.797,2170100,0.0,0.0
2021-08-27,64.888,65.02,64.442,64.582,3143600,0.0,0.0
2021-08-30,64.582,64.929,64.334,64.673,2147100,0.0,0.0
2021-08-31,64.326,64.822,63.963,64.293,4361300,0.0,0.0
2021-09-01,64.351,65.334,64.276,65.235,3128800,0.0,0.0
2021-09-02,65.343,65.784,65.343,65.684,2073300,0.63,0.0
2021-09-03,65.693,66.317,65.085,65.26,2134300,0.0,0.0
2021-09-07,65.026,65.051,63.661,63.711,3647500,0.0,0.0
2021-09-08,63.611,65.043,63.378,64.81,3233300,0.0,0.0
2021-09-09,64.594,65.701,64.435,65.326,4458400,0.0,0.0
2021-09-10,65.285,65.285,64.136,64.36,3323100,0.0,0.0
2021-09-13,64.785,64.785,63.569,63.728,3133300,0.0,0.0
2021-09-14,63.869,64.127,63.195,63.403,3191800,0.0,0.0
2021-09-15,63.245,63.653,62.87,62.903,3028600,0.0,0.0
2021-09-16,62.862,63.186,62.112,62.387,3522200,0.0,0.0
2021-09-17,62.237,62.629,61.679,61.713,7592800,0.0,0.0
2021-09-20,61.704,62.803,61.455,62.112,4545900,0.0,0.0
2021-09-21,62.121,62.728,61.754,62.037,3216700,0.0,0.0
2021-09-22,62.071,62.529,61.621,62.312,3363200,0.0,0.0
2021-09-23,62.445,62.753,61.704,61.829,4030700,0.0,0.0
2021-09-24,61.946,62.454,61.754,62.096,3087500,0.0,0.0
2021-09-27,62.221,62.787,61.371,61.455,2901900,0.0,0.0
2021-09-28,61.371,61.505,60.63,60.897,3233500,0.0,0.0
2021-09-29,60.947,62.296,60.822,61.904,2614800,0.0,0.0
2021-09-30,62.104,62.154,60.73,60.797,4305000,0.0,0.0
2021-10-01,61.255,61.263,60.089,60.189,3803300,0.0,0.0
2021-10-04,60.497,61.246,60.122,61.072,4042400,0.0,0.0
2021-10-05,61.013,61.788,60.572,60.597,4861300,0.0,0.0
2021-10-06,60.555,61.771,60.214,61.754,3602900,0.0,0.0
2021-10-07,61.704,62.487,61.446,61.488,3015500,0.0,0.0
2021-10-08,61.33,61.621,60.489,60.53,2960000,0.0,0.0
2021-10-11,60.381,60.589,59.823,60.047,2782000,0.0,0.0
2021-10-12,60.022,60.672,59.956,60.381,2200100,0.0,0.0
2021-10-13,60.381,61.138,60.097,61.088,3123000,0.0,0.0
2021-10-14,61.196,61.904,60.955,61.321,3112800,0.0,0.0
2021-10-15,61.471,61.488,60.697,60.863,2719200,0.0,0.0
2021-10-18,60.314,60.489,59.689,59.914,2981600,0.0,0.0
2021-10-19,61.246,62.812,60.972,62.629,5127800,0.0,0.0
2021-10-20,62.828,63.994,62.762,63.769,3394500,0.0,0.0
2021-10-21,63.919,64.785,63.828,64.352,3777500,0.0,0.0
2021-10-22,64.56,64.735,64.111,64.352,2150600,0.0,0.0
2021-10-25,64.111,64.327,63.653,63.694,2253300,0.0,0.0
2021-10-26,63.661,64.377,63.478,63.769,2477600,0.0,0.0
2021-10-27,63.919,64.136,63.245,63.27,2406900,0.0,0.0
2021-10-28,63.311,63.728,63.178,63.561,2453100,0.0,0.0
2021-10-29,63.469,63.894,63.003,63.22,3050400,0.0,0.0
2021-11-01,63.22,63.22,62.629,62.787,2390100,0.0,0.0
2021-11-02,62.953,64.111,62.287,62.853,2722700,0.0,0.0
2021-11-03,62.72,63.211,62.262,62.845,2326100,0.0,0.0
2021-11-04,62.753,63.136,62.096,62.812,3459300,0.0,0.0
2021-11-05,63.186,63.836,62.862,63.719,2588500,0.0,0.0
2021-11-08,63.603,63.636,61.097,62.096,4094100,0.0,0.0
2021-11-09,61.937,62.67,61.729,62.096,3425500,0.0,0.0
2021-11-10,62.387,63.045,62.32,63.012,2825400,0.0,0.0
2021-11-11,62.82,62.978,62.271,62.504,2780300,0.0,0.0
2021-11-12,62.645,62.762,62.204,62.229,3213700,0.0,0.0
2021-11-15,62.404,63.195,62.071,63.178,3156100,0.0,0.0
2021-11-16,63.236,63.544,62.695,62.787,3825000,0.0,0.0
2021-11-17,62.545,62.87,62.062,62.737,3046300,0.0,0.0
2021-11-18,62.77,63.02,62.37,62.604,3325500,0.0,0.0
2021-11-19,62.787,62.787,61.729,61.771,5532000,0.0,0.0
2021-11-22,61.596,61.962,61.155,61.646,4119100,0.0,0.0
2021-11-23,61.771,62.695,61.496,62.296,2482100,0.0,0.0
2021-11-24,62.329,62.504,61.863,62.362,2374700,0.0,0.0
2021-11-26,62.104,62.387,61.238,61.338,2021100,0.0,0.0
2021-11-29,61.838,62.204,61.238,61.962,4182700,0.0,0.0
2021-11-30,61.613,61.613,59.24,59.281,6593600,0.0,0.0
2021-12-01,59.59,60.639,58.965,58.99,4009800,0.0,0.0
2021-12-02,59.116,60.905,59.116,60.351,4081000,0.63,0.0
2021-12-03,60.637,61.409,59.864,61.359,3673200,0.0,0.0
2021-12-06,61.653,63.132,61.493,62.409,4774900,0.0,0.0
2021-12-07,62.502,63.484,62.317,63.392,5676400,0.0,0.0
2021-12-08,63.392,63.795,62.846,63.115,3491100,0.0,0.0
2021-12-09,63.241,64.467,62.88,64.005,5358500,0.0,0.0
2021-12-10,64.115,64.375,63.627,63.812,3111600,0.0,0.0
2021-12-13,63.728,64.871,63.459,64.476,2629500,0.0,0.0
2021-12-14,64.467,64.753,63.98,64.35,3261900,0.0,0.0
2021-12-15,64.619,65.753,64.299,65.694,3235400,0.0,0.0
2021-12-16,65.526,66.61,65.501,66.005,3252600,0.0,0.0
2021-12-17,65.954,66.5,64.291,64.375,6600600,0.0,0.0
2021-12-20,63.837,65.559,63.72,65.492,4520300,0.0,0.0
2021-12-21,65.769,66.013,64.518,64.803,2395300,0.0,0.0
2021-12-22,64.535,65.055,64.266,64.812,1717300,0.0,0.0
2021-12-23,64.896,65.324,64.694,64.971,1851000,0.0,0.0
2021-12-27,65.072,65.181,64.703,65.047,1430700,0.0,0.0
2021-12-28,65.047,65.543,65.047,65.45,1236100,0.0,0.0
2021-12-29,65.526,65.98,65.4,65.879,1517900,0.0,0.0
2021-12-30,66.005,66.097,65.509,65.921,1752300,0.0,0.0
2021-12-31,65.82,66.215,65.509,65.996,1975500,0.0,0.0
2022-01-03,66.08,66.08,64.98,65.82,2348700,0.0,0.0
2022-01-04,65.845,66.408,65.559,65.61,2872800,0.0,0.0
2022-01-05,66.358,67.349,65.879,66.542,3971500,0.0,0.0
2022-01-06,66.509,67.592,66.307,66.416,3460700,0.0,0.0
2022-01-07,66.164,67.702,65.778,67.382,2762500,0.0,0.0
2022-01-10,67.668,67.811,66.786,67.063,3073300,0.0,0.0
2022-01-11,67.206,67.357,65.988,66.475,2921200,0.0,0.0
2022-01-12,66.248,66.92,65.979,66.635,2344000,0.0,0.0
2022-01-13,65.979,67.013,65.887,66.996,3052900,0.0,0.0
2022-01-14,66.996,67.13,66.223,66.509,2580600,0.0,0.0
2022-01-18,66.106,66.198,65.232,65.912,2722700,0.0,0.0
2022-01-19,65.828,66.946,65.66,66.391,3681700,0.0,0.0
2022-01-20,66.299,67.5,66.29,66.442,2982200,0.0,0.0
2022-01-21,67.072,67.576,66.349,66.626,3831300,0.0,0.0
2022-01-24,66.45,66.87,64.551,65.929,4992600,0.0,0.0
2022-01-25,65.114,66.021,64.862,65.509,3195100,0.0,0.0
2022-01-26,65.316,66.131,64.585,65.072,3538100,0.0,0.0
2022-01-27,65.719,66.593,65.299,65.702,3137600,0.0,0.0
2022-01-28,65.593,66.786,65.022,66.752,2686000,0.0,0.0
2022-01-31,66.072,68.096,65.442,67.76,5568100,0.0,0.0
2022-02-01,67.601,67.937,66.685,67.231,3626300,0.0,0.0
2022-02-02,67.181,68.449,66.811,68.315,3496200,0.0,0.0
2022-02-03,68.256,68.609,67.786,68.054,2371100,0.0,0.0
2022-02-04,67.475,68.004,66.71,67.357,2404700,0.0,0.0
2022-02-07,67.307,67.71,66.803,67.349,2227700,0.0,0.0
2022-02-08,67.718,67.895,67.324,67.483,1971900,0.0,0.0
2022-02-09,67.861,67.996,67.164,67.475,2219300,0.0,0.0
2022-02-10,66.71,67.038,65.526,65.736,3727700,0.0,0.0
2022-02-11,66.021,66.803,65.694,66.433,3108900,0.0,0.0
2022-02-14,66.685,66.744,65.391,66.156,3595100,0.0,0.0
2022-02-15,66.568,66.853,65.366,65.669,2428800,0.0,0.0
2022-02-16,65.635,66.358,65.299,66.089,2518900,0.0,0.0
2022-02-17,66.105,66.694,65.383,66.484,2843300,0.0,0.0
2022-02-18,66.206,67.021,65.895,66.492,3557500,0.0,0.0
2022-02-22,66.904,67.416,66.089,66.677,3478400,0.0,0.0
2022-02-23,66.752,67.03,65.139,65.223,2623500,0.0,0.0
2022-02-24,65.123,65.383,63.669,64.82,4151300,0.0,0.0
2022-02-25,65.702,67.072,65.509,66.946,4573500,0.0,0.0
2022-02-28,66.475,67.088,66.147,66.811,4773200,0.0,0.0
2022-03-01,66.568,67.466,65.87,66.61,2857000,0.0,0.0
2022-03-02,66.702,67.744,66.618,67.34,2605600,0.0,0.0
2022-03-03,67.457,68.796,67.457,68.381,3608100,0.668,0.0
2022-03-04,68.118,70.092,67.779,70.058,3630200,0.0,0.0
2022-03-07,70.1,70.888,69.448,70.609,4188000,0.0,0.0
2022-03-08,70.736,71.269,69.084,69.092,2993200,0.0,0.0
2022-03-09,69.66,69.753,68.432,68.618,2768700,0.0,0.0
2022-03-10,68.499,69.753,68.033,69.643,2518800,0.0,0.0
2022-03-11,69.507,70.202,69.296,69.685,2462400,0.0,0.0
2022-03-14,70.024,70.507,68.381,68.889,3121100,0.0,0.0
2022-03-15,69.465,69.558,68.22,68.635,5470200,0.0,0.0
2022-03-16,68.55,68.83,66.568,68.415,4869000,0.0,0.0
2022-03-17,68.66,70.549,68.482,70.05,5911800,0.0,0.0
2022-03-18,70.041,70.482,68.609,68.847,7643200,0.0,0.0
2022-03-21,69.118,69.999,68.965,69.321,2681400,0.0,0.0
2022-03-22,69.584,69.889,68.643,69.177,2196900,0.0,0.0
2022-03-23,69.262,69.728,68.55,69.152,2449600,0.0,0.0
2022-03-24,69.219,70.117,68.974,69.719,2215100,0.0,0.0
2022-03-25,70.312,71.236,69.753,71.134,2730800,0.0,0.0
2022-03-28,71.142,71.464,70.549,71.363,1633900,0.0,0.0
2022-03-29,71.413,71.922,70.837,71.913,2673100,0.0,0.0
2022-03-30,71.998,72.371,71.591,72.371,1942000,0.0,0.0
2022-03-31,72.167,72.591,71.752,71.981,3618600,0.0,0.0
2022-04-01,71.922,73.192,71.1,73.133,2736500,0.0,0.0
2022-04-04,72.667,72.718,71.566,72.303,1819000,0.0,0.0
2022-04-05,72.405,73.65,72.117,72.93,3303100,0.0,0.0
2022-04-06,73.243,74.599,72.549,74.412,4223600,0.0,0.0
2022-04-07,74.345,74.412,73.548,74.26,2472500,0.0,0.0
2022-04-08,74.658,74.963,73.972,74.87,2368800,0.0,0.0
2022-04-11,74.785,75.209,73.929,74.141,2921400,0.0,0.0
2022-04-12,73.743,74.666,73.37,74.031,2843000,0.0,0.0
2022-04-13,74.234,74.438,73.319,73.862,2562900,0.0,0.0
2022-04-14,74.328,74.658,73.989,74.04,3310100,0.0,0.0
2022-04-18,74.556,74.59,73.091,73.557,2758500,0.0,0.0
2022-04-19,73.887,74.014,73.108,73.675,2644900,0.0,0.0
2022-04-20,74.226,74.497,73.497,73.692,2893400,0.0,0.0
2022-04-21,73.667,74.251,73.235,73.319,3583700,0.0,0.0
2022-04-22,73.319,73.37,71.837,71.913,2641100,0.0,0.0
2022-04-25,72.193,72.362,70.397,71.634,3843100,0.0,0.0
2022-04-26,71.329,72.091,70.761,70.795,2854800,0.0,0.0
2022-04-27,70.787,71.464,70.109,70.634,2763100,0.0,0.0
2022-04-28,70.854,71.363,70.38,71.049,2944500,0.0,0.0
2022-04-29,70.888,70.888,69.101,69.16,4137200,0.0,0.0
2022-05-02,69.448,69.948,67.974,68.66,3109000,0.0,0.0
2022-05-03,69.084,69.889,68.389,68.813,3123900,0.0,0.0
2022-05-04,68.745,70.1,68.457,69.897,3719100,0.0,0.0
2022-05-05,69.685,70.888,69.101,70.346,4926400,0.0,0.0
2022-05-06,69.872,71.363,69.465,71.176,4843700,0.0,0.0
2022-05-09,70.778,71.744,69.762,70.964,4319600,0.0,0.0
2022-05-10,71.1,72.057,68.669,69.431,5273200,0.0,0.0
2022-05-11,69.321,71.388,69.05,70.329,4543400,0.0,0.0
2022-05-12,70.312,70.922,69.194,70.227,4057500,0.0,0.0
2022-05-13,70.693,70.939,69.55,70.829,2626500,0.0,0.0
2022-05-16,70.82,71.269,70.287,70.897,2810400,0.0,0.0
2022-05-17,70.956,71.396,69.618,71.371,3492100,0.0,0.0
2022-05-18,71.371,71.481,69.804,70.024,3928000,0.0,0.0
2022-05-19,69.711,69.829,68.491,69.643,4932300,0.0,0.0
2022-05-20,69.634,70.058,68.813,69.922,3471200,0.0,0.0
2022-05-23,70.736,70.981,69.66,70.371,2821500,0.0,0.0
2022-05-24,70.507,72.04,69.838,71.939,4772300,0.0,0.0
2022-05-25,71.939,72.1,71.108,71.718,4603600,0.0,0.0
2022-05-26,72.04,72.108,71.507,71.651,3501900,0.0,0.0
2022-05-27,71.439,72.167,70.82,72.142,4116800,0.0,0.0
2022-05-31,71.862,72.066,70.82,71.346,7050700,0.0,0.0
2022-06-01,71.583,71.676,70.549,70.914,3969800,0.0,0.0
2022-06-02,71.313,71.476,69.614,71.288,2696600,0.668,0.0
2022-06-03,71.151,71.433,70.596,70.63,2108800,0.0,0.0
2022-06-06,70.869,71.253,70.553,70.647,3090000,0.0,0.0
2022-06-07,70.357,71.023,69.964,70.963,2860300,0.0,0.0
2022-06-08,70.502,70.502,69.238,69.332,2240300,0.0,0.0
2022-06-09,69.187,70.015,67.727,67.752,3075600,0.0,0.0
2022-06-10,67.172,68.29,66.856,67.727,2974100,0.0,0.0
2022-06-13,66.881,67.206,64.866,65.173,3461900,0.0,0.0
2022-06-14,65.669,65.669,62.552,63.705,4899300,0.0,0.0
2022-06-15,64.166,64.9,63.056,63.944,3870900,0.0,0.0
2022-06-16,63.107,63.935,62.663,63.517,5482500,0.0,0.0
2022-06-17,63.474,63.688,62.031,62.688,7815900,0.0,0.0
2022-06-21,62.945,63.901,62.629,63.688,3381300,0.0,0.0
2022-06-22,63.619,64.857,63.619,64.405,3872200,0.0,0.0
2022-06-23,64.687,65.959,64.678,65.882,3097800,0.0,0.0
2022-06-24,66.087,66.907,65.891,66.728,3332500,0.0,0.0
2022-06-27,66.377,67.359,66.138,67.137,2358000,0.0,0.0
2022-06-28,67.334,67.786,66.95,67.061,3420400,0.0,0.0
2022-06-29,67.274,67.65,67.12,67.479,3078800,0.0,0.0
2022-06-30,67.103,68.828,66.933,68.154,3498000,0.0,0.0
2022-07-01,68.35,69.418,67.838,69.375,3847400,0.0,0.0
2022-07-05,69.281,69.494,66.634,67.829,4957600,0.0,0.0
2022-07-06,68.128,69.17,67.658,68.342,3357400,0.0,0.0
2022-07-07,68.444,68.837,68.085,68.162,2623900,0.0,0.0
2022-07-08,68.111,68.248,67.547,67.786,3174800,0.0,0.0
2022-07-11,67.624,68.453,67.377,68.128,1636200,0.0,0.0
2022-07-12,67.744,68.538,67.086,67.675,2562500,0.0,0.0
2022-07-13,67.197,68.008,66.958,67.172,2708900,0.0,0.0
2022-07-14,66.036,67.377,65.899,67.266,2111800,0.0,0.0
2022-07-15,67.829,67.872,66.634,67.633,2851400,0.0,0.0
2022-07-18,67.308,67.581,66.582,66.617,3132300,0.0,0.0
2022-07-19,66.907,67.206,66.369,66.42,2884300,0.0,0.0
2022-07-20,66.454,66.471,64.67,64.704,4937700,0.0,0.0
2022-07-21,64.678,65.028,64.277,64.866,3262000,0.0,0.0
2022-07-22,65.216,66.096,65.062,66.053,2065500,0.0,0.0
2022-07-25,65.925,67.129,65.797,67.12,2697100,0.0,0.0
2022-07-26,66.933,67.744,66.608,67.675,1799100,0.0,0.0
2022-07-27,67.342,67.752,67.052,67.633,2164200,0.0,0.0
2022-07-28,68.231,69.563,67.88,69.443,2849100,0.0,0.0
2022-07-29,69.272,70.263,69.067,70.007,3470000,0.0,0.0
2022-08-01,69.913,70.562,69.264,70.485,3156500,0.0,0.0
2022-08-02,70.698,71.228,70.118,70.16,2651700,0.0,0.0
